tweet,location
@GillesVerniers @AnnuJal @pbmehta But I'm not waiting with bated breath for any of this. I honestly think everyone should move on. His contribution to our understanding of Indian politics and society is nil. Elite liberals and their nepo kids use the privileges available to them to write weekly columns. PBM…,Lucknow
@PrisonPlanet how is the UK such a shit hole in terms of politics? a corrupt indian as prime minister and now this?,Mumbai
@JyotiKarma7 Why Indian politics is so keen with caste and faith for vote banks when Indian Constitution didn't acknowledged?,Lucknow
@smitaprakash Worst man in Indian politics,Hyderabad
"@_I_DP_I_ @itsSSR0786 @j_singh_001 @AsYouNotWish @CJBdingo25 @FBI They can form khalistan in U.S but they are meddling in Indian politics, it's not their country.",Pune
"Bechari @SupriyaShrinate ""the kachra peti"" of indian politics  now running for cover.😀😃😄😁😆",Delhi
@ThomasShelbyINC @prakashraaj @Rup_INC @RahulGandhi Rahul Gandhi can save the country ‘only’ if he becomes the PM of the country. Congress party cannot win even 10 seats in parliament. Rahul Gandhi’s political career is over. He is thrown out of Indian national politics.,Jaipur
"@saraf_pankaj @VBhardwaj4444 @prakashraaj @RahulGandhi Rahul Gandhi can save the country ‘only’ if he becomes the PM of the country. Congress party cannot win even 10 seats in parliament. Rahul Gandhi’s political career is over. He is thrown out of Indian national politics.

@kharge",Jaipur
"@prakashraaj @SimmiAhuja_ @RahulGandhi Rahul Gandhi can save the country ‘only’ if he becomes the PM of the country. Congress party cannot win even 10 seats in parliament. Rahul Gandhi’s political career is over. He is thrown out of Indian national politics.

@kharge 
@Jairam_Ramesh",Ahmedabad
"UK Politics is fascinating

The head of the Left party is a White guy

The head of the Right party is an Indian guy.

The head of the Scottish Nationalists is a Muslim guy.",Jaipur
"Doesn't matter how many voted, but the most obnoxious spokesperson in Indian politics is Supriya Shrinate!!
She wins hands down. https://t.co/ALzZDORhsc",Jaipur
"@ANI @narendramodi
@DrSJaishankar
@AmitShah
How 2 Save India?
Politicians, NGos working to cause Civil unrest,  Terrorists acts should be Disqualified from Indian Politics &amp; India. Any foreign Funded, Beliefs non-indigenous of India will be classed as Foreign, thus True Indians Win https://t.co/vfLqa2CwUI",Chennai
@ElijahSchaffer Not indo-canadian. He is openly part of a seperatist-terrorist group that the Indian authorities informed Canada about but they didn't act on them because of politics😑,Mumbai
"@balajis Two British guys debate British politics, who happen to be Pakistani and Indian ethnic background. This doesn't say anything about the UK other than they are a mature democracy that allows minorities to rise to the top echelons, whereas China is pretty much Han rulership.",Chennai
"Indian Politics GK Quiz (Multiple Choice Questions And Answers)

#Indian #Politics #IndianPolitics #GKQuiz #MCQ #Quiz #MCQQuiz
https://t.co/4baqiMjyeh https://t.co/4baqiMjyeh",Jaipur
"#IndianPolitics

#BJP government under #NarendraDamodardas  history from 2014-2023 in two lines

** 2014 promised will bring back #BlackMoney

2023 we don't have data of shell companies... **

Who are all the fools.. !!! https://t.co/XCrt09HTV7",Jaipur
"@republic #USABacksRahul 
       United States of America
    should not poke their nose 
into Indian politics.
Rahul is a political failure.",Bengaluru
@GabbbarSingh Quality of life is wrong argument. Indian middle class is having far better life than top 5% in Germany.,Kolkata
"@dreamarxist @WhiteMaoTseTung It's interesting how anti-porn politics have somewhat risen on ML Twitter but criticism of drugs, alcohol etc is still super taboo, even though historically all these policies go hand in hand. Indian feminists criticize alcohol more than they do porn 💀",Chennai
"Respected Indian Citizens, Namaskaar🙏I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. Take care🙏 https://t.co/dX9BXoiD9I",Ahmedabad
@Sanju_Verma_ SANJU VERMA WHICH POLITICAL LEADER IS BIGGEST LIER IN INDIAN HISTORY OF POLITICS?,Delhi
"Atiq Ahmed, Two Others Receive Life Imprisonment for Kidnapping in Uttar Pradesh.

#AtiqAhmed #UmeshPalKidnappingCase #PrayagrajCourt #LifeImprisonment #IndianLaw #JusticeForUmeshPal #GangsterTurnedPolitician #SamajwadiParty #CriminalJusticeSystem #IndianPolitics #Corruption https://t.co/RzuhaPjl5A",Mumbai
@MeghUpdates He himself is Natwarlal of Indian politics.,Lucknow
@LavanyaBallal @RahulGandhi It’s true.. he’ll forever remain as a memory in our hearts! So sad that he’ll never be remembered as an able leader and administrator but as the Chaplin of Indian politics!!,Kolkata
"@WokeJanta @woke_janta Let’s remember, muslimists are trolling both Sikhs and Hindus to drive Indian people against each other.

They do the same here in USA politics ( BLM,etc) , they stoke racial tensions in S. Africa ( same groups promote boycott Israel in Africa) and many other@places.",Jaipur
"Tavleen Singh writes for #ExpressOpinion: #RahulGandhi may not be the most skillful politician, but it’s hard to see him as a criminal 

Click on the 🔗 below to read the full #opinion 

https://t.co/PYZNEiWILx

#RahulDisqualified
#RahulGandhiDisqualified #NarendraModi #politics https://t.co/5ktWvJh32y",Ahmedabad
@AHindinews Indian politics has found the audacity of denying the promises which were given most definitely &amp; which are contained in the election speeches.  Matters of high corruption are  even dismissed in parliament .People run away with crores but politician give bag full of ज्ञान . 👈,Delhi
@LambaAlka New low in Indian politics #shame,Pune
@JoeBiden better be way of Indian politics. We can also show u the the mirror. U cant protect kids at school of gun fire. n ur interested in Indian politics. This is 2023. dont forhey 1971. Is bar brahmos hai. Ur jack of all trades good for nothing,Ahmedabad
"#IndianPolitics

Good plot...",Pune
@SlidelntoMyCDMs @nirushanraj He is capable of getting the job done but i doubt the Indian politics will even let him get a sniff. 🥲,Lucknow
"Petty politics..
Indian politics is becoming vindictive politics...",Hyderabad
"@TimesNow @SKSupariwala @Kamru_Choudhury Multi party system is the bane of Indian politics. Every second person comes around a starts a political party. Another nuisances is votebank politics. People have been divided into caste, communal votebanks because of such system. Most misused words aspirations and alienation",Jaipur
"@JustinTrudeau 
Mr. Prime Minister, it hurts that Khalistani dogs under ur shalter targetting Indian,their business &amp; religious places. Is it just for,because they r useful 4 ur politics? Remember 1 day they will hijack ur country. Canada will b their colony. Democracy is hurting",Hyderabad
"Konkan soil will not get to use for Indian politics.
I say,
Mumbai is military base of india defence. Entire Mumbai area.

Konkan is independent state.

Rest of maharashtra and their filthy civilians and their gandu theory will world see.",Chennai
"There’s often a lack of understanding in US and Europe about Indian politics, society and history

@d_jaishankar in conversation with @sreemoytalukdar

https://t.co/9iKVkOx7T9",Kolkata
"Dear @RahulGandhi not a congress worker But seeing recent developments in Indian politics, made me think that it's high time to save the constitution and democratic values.
You are cordially invited to stay at my home in Sitapur (U.P) @INCSitapur #MeraGharAapkaGhar https://t.co/4dKexsU6UY",Kolkata
"The ignorance on this thread is astounding.

But then to be fair, I don’t know a lot about Indian or Pakistani domestic politics either.",Chennai
@PiyushGoyal Really?? Cheap shots?? RG is not even a footnote in Indian politics. This joke might fire back. Masses have a very subtle mindset of tagging along with the victim. Play your cards very very carefully.,Mumbai
"Common Political Agendas in Indian Politics

See: https://t.co/uxE9YyMxaL

#isrgrajan #TuesdayMotivation #10th #ArvindKejriwal #Delhielection #IndianBank #NarendraModi #Politicalagendas #PoliticsinIndia https://t.co/E38K1EnZOc",Pune
@Arsheedhussain7 @HananyaNaftali Your recent posts were about Indian politics so I can assume you are an Indian. And you are critisizing someone who is critisizing Pakistan. This tells a lot about you Abdul. You people are inclined towards Pakistan,Ahmedabad
"""There’s often a lack of understanding in US and Europe about Indian politics, society and history"": @d_jaishankar Good one @sreemoytalukdar 
https://t.co/hath6EwyoA",Pune
"Cong party’s foreign handlers from West start getting exposed.
UK, US &amp; Europe. All Corporate Families of WEST, start interfering in Indian internal matters-openly supporting divisive politics of RahulG.
US, UK and others in West- can not be trusted or relied, by India.",Delhi
"Now they are openly telling they want to grow North Indian politics in South, why should we accept North Indian politics here?? This is their aim and Hindi Imposition is the first step in that. #StopHindilmposition",Kolkata
Indian politics: A perpetual quest of absconding apologia.,Jaipur
@Swamy39 US department does not need to poke their nose in Indian politics. They should concentrate on how to handle banking crisis in USA at the moment. People life saving are at stake.,Mumbai
"@antonioguterres @UN Groupism is the pivot of politics and it becomes the pillar of peace and development in the world when it sits, remains inside a house or world organization.But when it's out to battle, its often destructive to all. Please come inside the world organization to make a better world",Mumbai
Punjab CM @BhagwantMann has displayed resoluteness over a sensitive subject in state politics. Constitution and rule of law is supreme in the Indian state and no political or theocratic group has the right and capacity to issue threats/ultimatum to our sovereign-democratic state.,Pune
"@narendramodi @AmitShahOffice 
Sir, What Do you think about Mr. #AdaniHindenburg ? #ScamAlert #RahulGhandi #Indianpolitics #Dictatorship #ArvindKejriwal #manishsisodia",Hyderabad
"Kamala should know she is doing politics since 2014. I know president in her admin since 2002.

It's  big things for her I hope. It's humanity work to get respected post. Don't damage civilization and don't create  hatred and Don't ruin indian image.",Mumbai
"@Anandi_sanatani I thought u r gud in tweeting only gud Indian dances, old melodious filmi songs and gud indian food but u have gud knowledge on politics too. Gud I like it 👍",Hyderabad
"and people, is now being led by the descendants of those very nations. 

In addition to that lets also remember that leaders of Pakistani &amp; Indian descent like Lord Nazir Ahmed, Hina Bokhari, Kamala Harris, Pritam Singh etc. are leading the politics in international Parliaments.",Kolkata
"@pvsubramanyam Swiss and US markets might be risky, but Indian politics is riskier",Bengaluru
"@kharge @narendramodi Kharge ji, requesting opposition to not play with the stock market &amp; investments of Indian middle class, this will in return destroy the financial capacity of ur favourite vote bank. This game will really put INC out of politics forever. Don't u think that the public is innocent.",Ahmedabad
"@EXLOVER00 @Dsmalakpurya39 He too, has some entertainment  value in Indian politics. His only fault is that he only thinks about what he has not got from the Country, not what he has given back to the Country.",Kolkata
"@RahulGandhi @Pti_news @ANI 
Dear Brother Rahul, Don't worry. Indian Judiciary isn't beyond of politics, corruption. Surat Bjp( Lotus) court has convicted you. Carry on fight for Justice.",Mumbai
"Historical day for India thanks to these girls. The best in the World! And our news channels are covering politics, crime, and cricket as usual 🥳😤👌👏🥰🤗🙏 https://t.co/eJkpR9Amae",Pune
"Common Political Agendas in Indian Politics

See: https://t.co/w77k4rGkIv

#TuesdayMotivation #ISRGKB #10th #ArvindKejriwal #Delhielection #IndianBank #NarendraModi #Politicalagendas #PoliticsinIndia https://t.co/Gq40qKlK6h",Lucknow
"With so many blunders #RahulGandhi will soon become irrelevant in Indian politics. It's just a matter of time
#GandhiMuktCongress",Pune
"Hon. @NarendraModi @AmitShah,  #India never see @RahulGandhi indulge in extravaganzas like many neo-rich family kids indulged nowadays; and he spends his last 20 years learning ropes of #Indian politics and now become a guardian of #Indian democracy! 3/4",Bengaluru
"Hon. @NarendraModi @AmitShah,  Similarly, there is no need to oppose dynastic politics categorically, because some dynasties like #Gandhi #Nehru families worked as guardians of #Indian democracy without concentrating their immense power to increase their personal wealth! 2/4",Pune
"We are watching @RahulGandhi's case in Indian courts: US 

#RahulGandhi #DefamationCase #defamation #Judiciary #Democracy #ctoi #connectedtoindia #Independence #us #usa #indianpolitics
https://t.co/2Be3Me67W2 via @connected2india",Ahmedabad
"@RahulGandhi  Fool RAHUL GANDHI, you told ,"" fear to see you, it is wrong . No body fear to see you , if you tell it you eill be suffered by public people.please be quite or indian people can not see your wrong speech and politics.",Lucknow
"@Theunabashed1 @tavasam_ @Earlhastings1 @UjjainiyaParmar @Yashu_ts Lucia Michelutti, Sons of Krishna: The politics of Yadav community formation in a north Indian town (PhD thesis, London School of Economics and Political Science)

Here's the PDF from LSE.

https://t.co/hqPXoYE5LB",Bengaluru
"If you want to challenge him politically, prove yourself a better alternative than him in Indian politics. Remember, you can’t fool voters now, you will have to really prove by working hard on ground. Accusing and abusing him just before elections won’t help you all. #Modi4PM2024",Bengaluru
"@sanjayjaiswalMP ji sir, if u think @RahulGandhi born to a foreign woman cant b a #patriot, thn must nt d same b applicable 2 all those hardworking #IndianAmericans in #American politics? Shdnt America doubt their patriotism to #USA? Rahul is today d most patriotic Indian around.",Ahmedabad
"@business @RahulGandhi @mihirssharma @opinion Bloody ... its none of your business, You please look in financial news...dont poke in to politics. Do you really knows ,why he disqualified? Well it is in legal frame work. Do not challenge Indian constitution, Its insult of we citizen",Chennai
"@SanjayAzadSln @ArvindKejriwal Himmat gain to court jao or prove Karo. AK 420 , biggest 🤥 ever in Indian politics.",Jaipur
"No national integrity but LGBTQ will come in india if road show happens. See,Pakistan and indian few things are same that  is media content and  polarization.
See, I write what is right and it's  my obligation.
Surname politics,no ,Don't  do.
Who want seat in parliament? I don't.",Pune
@GabbbarSingh also people are sick of filthy politics / office culture in Indian companies in India so they leave or never come back.,Lucknow
"All the BJP followers know. She isn't into active Politics. When it comes to that, BJP won't allow her to be Indian Politics. Some Morons have to understand that.",Pune
It's unfortunate that @AsianetNewsML of @Rajeev_GoI of @BJP4India is reporting that Congress people are  going to be there till Modiji resigns. The channel people are feeling like they are deciding the Indian politics.. anthakammi association,Pune
"@srinivasiyc Indian democracy right now : Democracy of the surname,by the surname ,for the surname.
One man maligned a particular surname, opposition party used that surname issue to oust him and now his bhakts are protesting for his 'surname'.
Indian 🤡 politics 🤣",Delhi
@YogiWandering @CittiMedia @SuhagAShukla Exporting Indian politics to the usa while lusting after green cards and citizenship isn’t a good thing but then you’ll all eventually find out bhakts as well as khalistanis. Meanwhile caste discrimination is banned in India and will soon be more and more widely banned in the usa,Jaipur
"@INCIndia Can you name any work rahul have done in last in last 20 years in politics ? , other than losing states or election",Bengaluru
"@RiseofBurnol @RahulGandhi 😂😂RaGa doesn't disappoint us, what would Indian politics be without him😁😁 All the bravado about being a Gandhi gone too soon.",Lucknow
"Dear @RahulGandhi not a congress worker may not be an active congress worker ever
But
seeing recent developments in Indian politics, made me think that it's high time to save the constitution and democratic values.
You are cordially invited to stay at my home
#MeraGharAapkaGhar",Mumbai
@Iyervval @RoKhanna Indian Americans in Ro constituency had to leave india because of socialist politics of his grandfather’s party. Now same ghost has followed and trying to haunt Indian Americans in new the land.,Bengaluru
They were saying that Nitin Gadkari is considering the opportunity to join Congress since Rahul Gandhi was dismissed from Parliament. I hope this happens and Nitin Gadkari joins the Congress party. It would completely change the face of Indian politics.,Delhi
@shashank_ssj @JIX5A @RahulGandhi I cant imagine Indian politics without comedy show of Pappu and Pinkey!! 🤣🤣🤣,Delhi
"@guardian Scotland, which is 96% white, has a Muslim First Minister of Pakistani origin. Britain, which is 82% white, has a Hindu Prime Minister of Indian-Pakistani origin. I don't share either's politics, but am proud that my ancestral homelands have become more open and fair in this way.",Chennai
"@SubbaRaoTN @DerekJGrossman The judge who pronounced judgment in Surat has allegiance to Rahul's party
He gave Rahul enough chances to apologize for defaming an entire clan, Rahul refused
So tell me, where was injustice done?
What business does US have in interfering with Indian politics?
Stay in YOUR LANE",Hyderabad
@yuanyi_z @Telegraph tbf the Canadians seem to be interfering in current Indian politics (Khalistan stuff),Pune
"@INCKarnataka Dear @nsitharaman ji, this is what I said in my previous thread. It is turning into politics and it will. Hopefully you will take out the penalty for linking the pancard and aadhar now.

Thanks @INCKarnataka. We want our opposition to talk on these kind of issues instead of Usls.",Jaipur
"@enlighting @ruchirsharma_1 I totally agree with your point on economy but the Geo politics and recent changes in the visa rule of both America and UK will help them attract talent who's first choice was Anglosphere. The most important will be Indian immigrants.

It might work.",Mumbai
"@AskAnshul This petty politics may stir their movement, but diplomacy is something else which the empty brain will not understand. Indian diplomacy is far beyond their imagination.",Mumbai
"Jahangir Ghendy. When the Hindus and Christians in India got fed up of this appeasing politics of the Congress and started voted for the BJP and other parties, what is the reason why the Muslim community's love &amp; affection towards the Congress never decreased?",Jaipur
@KapilSibal Petty Politics for Petty Man,Hyderabad
Garbage of Indian politics @ArvindKejriwal is!!,Bengaluru
"@ayyappan_ramesh @ANI Trying to degrade and insult  and slander the contribution of Nehru and Gandhi and the Indian National Congress,  their attacks on Congress, their pathological need to degrade the Nehru Ghandhi family, and the Congress party. The dirty politics of Modi started this.",Pune
The upside down world of Indian politics where the more right wing you are the more anti-meat eating you are,Chennai
@tehseenp Sir but due respect to you don't you think all political parties should refrain them selves from baseless eligation.That what has destroyed Indian politics.ALL MATLAB ALL. PATRIES.,Pune
@DrAMSinghvi Sir... what's this... doing politics in everything. Doesn't suit Scholars like you...,Mumbai
"‘There’s often a lack of understanding in US and Europe about Indian politics, society and history’

@sreemoytalukdar interviews @d_jaishankar (who heads @orfonline USA.)

https://t.co/ljJ9fPQjrA",Ahmedabad
"Superbly slapped AAP लोगों को + so called opposition alliance, which is next to impossible in Indian Politics🤓",Kolkata
@t_d_h_nair Current Indian foreign minister's wife is not in politics.,Delhi
Indian politics run on anti-brahminism DMK and BJP alike. #brahmingenocide,Jaipur
@iihtishamm @ImranKhanPTI Being a desi pakistani I am not happy these desks get in position of power like this just like how all the CEO’s of all the big companies are Indian they come with their filthy politics and their dirty antics and mess up everything sorry to say Al but goras don’t do this,Bengaluru
@alok_bhatt No one can match biggest fraud and liar of Indian politics Khujliwal.,Jaipur
"@KapilSibal And what kind of politics is to demean and defame Indian on foreign soils, is not that treacherous and anti india 
No sympathy  should be for such persons",Lucknow
"So due to my recent complaint that my feed is now filled with Punjabi, Sikh and other Indian cultures talking about some ""ram"" movie, I am now being over-inundated with that BULLSHIT. My feed is for retro-gaming and American politics. Fuck you MUSK.",Kolkata
@ndtv Politics is real good business. Ofcourse politicians will not find Indian market of 140 crore people anywhere else.,Delhi
@SilentEyes0106 He is not lion or lioness......of Indian politics,Lucknow
Let the movement begin.......... Lets keep the fire alive in us and make this a historic movement in the indian politics.,Kolkata
"@imransiddique89 @HarisRauf14 Its called zinda mashra. When indian cricketers support Modi and RSS you guys starts jumping, these goon ICT are worse than RSS. This is not politcal view its about human right, go tell 1945 jews to keep politics away from sports",Delhi
She's Dharmik and she doesn't participate in Indian politics,Hyderabad
@karatalaamalaka Yes and given that most Indian Americans are living in Deep Blue States engagement with liberal Democratic politicians is essential even if some of us might disagree with their Politics and not vote for them.,Jaipur
"@Sanju_Verma_ @MahuaMoitra Forget her.

NO DEARTH OF JOKERS in @AITCofficial @MamataOfficial @derekobrienmp @MahuaMoitra @SuPriyoBabul @SushmitaDev @YashwantSinha 
or

Indian politics.

@BJP4India @JPNadda @AmitShah @narendramodi @PMOIndia @NarendrModiBJP @sambitswaraj @amitmalviya",Pune
Rahul is the Hero of the Indian politics,Jaipur
"Hot🔥 : lets have a non-biased sense full debate on indian politics

posted by u/lavdasur14
https://t.co/fhGV5blcOA",Jaipur
"""Fight Against PM Modi, Not Savarkar"": Uddhav Thackeray, Rahul Gandhi Make Up https://t.co/aDLYV01BwW via @ndtv .
So called immature Rahul Gandi is derailing the Indian politics. The Congress party is forcing other parties in the excuse of "" Modi"" and making opposition spineless.",Mumbai
"If there is any politician who can compete with @RahulGandhi intellectually &amp; politically it is @ArvindKejriwal, And the best part is that the public treats both equally, they don't take either of them seriously.
Kejriwal is the new Rahul Gandhi of Indian Politics 😂",Hyderabad
State of Indian Politics in a single frame . https://t.co/wKStIm7FxQ,Kolkata
@Adheesh_86 @DreaHumphrey @BenEX99164421 @angeloisidorou he’s just a person from a sikh family stop trying to bring your stupid indian politics into it pajeet. this is the first world.,Pune
"@StopHindiInAP @ariviga1 @YouTube @AlwaysRamCharan @stop_hindi_APTS Ram Charan simply does not want to invoke the wrath of mindless BJP bhakts. Do you see how they trash south regularly and when we do succeed they always want to claim it's #indian otherwise laugh at
 us.

Our compliance to Hindi and their politics is what gives them confidence.",Chennai
"@drshamamohd @narendramodi Dont dream. Not all who are opposing BJP r supporters of Congress. Many r voting for BJP so Congress will never come back in center. BJP at max can be a ""headache"" due to its certain vote bank politics. But Congress is ""Cancer"" which should totally eliminated from Indian politics",Chennai
"Made to vacate housing, such pettiness is unprecedented in the history of indian politics. Shows why we need educated people to govern this country.
 #modi 
#RahulGandhi",Lucknow
"@AAPforNewIndia no, read the tea leaves and our politics with MH in context, you will see this stance will be softened.",Mumbai
#US Don't be  nose poker of universe you have no rights in Indian politics,Ahmedabad
"@Iyervval @RoKhanna @SpeakerMcCarthy Ro Khanna has to be booked under Indian law. That is a lesson to US Congressmen because ‘ if Russia interferes in US politics, it’s not ok but US interferes in Indian democracy, it is kosher philosophy’ gets kicked on its head and the opium addicts will be taught legal niceties.",Delhi
@NAN_DINI_ @BurntOutCase @RoKhanna they should better stay away from Indian cause and politics they chose other country over भारत so their moral policing is not required or meaningful.,Pune
"“This has changed the narrative of Indian politics.”

https://t.co/yVys0JrbrL",Kolkata
Rahul Gandhi &amp; Congress Party of India is making a mockery of Indian Parliament &amp; Indian Democracy &amp; Politics. My NRI Friends are laughing at not only on Rahul Gandhi (My NRI Pals call him Chota Baccha ) but as whole on Indian Politics as INCI is citing bad examples to the world.,Delhi
Yes everything wrong has happened after 2014 only. But we will set it right soon! And hopefully he will be around to see the BJP wiped off from Indian politics,Lucknow
"@Kailashpatilb @SupriyaShrinate @Swamy39 @RahulGandhi Unless Swamiji take him to court of law, nothing will happen. Also if RAGA will disappear from Indian politics then no fun will be there.",Ahmedabad
"Recently, #PriyankaChopra opened up “safely” about her shift to #Hollywood to pursue a career in acting and expand her global outreach as an artist. The actress took a jibe at the Indian industry over alleged politics inside #Bollywood. 
Read More: https://t.co/vYnBGO751l https://t.co/1Exv9dwgdb",Mumbai
"I am Gold Medalist Engineer for the last 50 years living in Australia.I know Rajiv Gandhi, Rahul Gandhi,Mahua Moitra were never gold medalist in any University nor could get jobs(except Mahua) and ultimately went back in India to join dirty Indian politics as they were rejected !",Delhi
"@RahulGandhi You are novice in politics you should keep aside sawarkar matter no doubt sawarkar was brave than normal Indian.
Ganghi &amp; nehru was also not very brave .
Sawarkar cause you are loosing value so keep aside this matter 🙏☘️❤️",Ahmedabad
@Smalltownvar @TempleReturns @sachingupta787 It's all politics Ma'am. Wrong history n geography is presented to instigate hate. There could b some bad chapters but not all. Why to ruin present? Not everybody is bad or good. Why not to spread love to all mankind...Lets begin with...,Delhi
This man is the worst thing that happened to Indian politics - he can go to any extent in pursuance of his objectives; but I’m sure Delhi voters will hand him similar defeat as was handed to him in 2014 and 2019. He is a TOP RATED LIAR! https://t.co/1dmKVWt6Ua,Delhi
"UK politics is like a Commonwealth cricket game: Humza Yousaf (Pakistani parents), the up-and-coming Scottish PM, will continue fighting for Scottish independence against the Britsh PM Rishi Sunak (Indian descent). India vs. Pakistan 2.0, but in the UK. 😂",Bengaluru
"@Elizatweetz Good to hear praises for  #RahulGhandi entering politics despite ""seeing"" what he never ""saw"" !

Same logic holds good to #varunGandhi too ?
Didn't see you appreciating him as well for coming into politics ?

What about #BilawalBhuttoZardari ?
Is he also a ""greatest leader"" ?",Chennai
Good conclusion on Bhai Amritpal’s struggle and death ! Indian Agencies and politics of BJP is getting a bad name. PM should make a statement and call for police/agencies’ explanation as to how a reformist/activist can elope without being arrested…,Ahmedabad
@Sassy_Hindu The Hyena of indian politics,Mumbai
@Swamy39 Sir ji you are rakhi sawant of Indian politics 😂😂 https://t.co/LsiHIgxlaz,Ahmedabad
"@TempleReturns @Smalltownvar @sachingupta787 I know.  At least we've board our own lands, you guys encroach every nook n corner, officesn build temples. We don't have problem even though...why you are so jealous day by day.... Why not understand its politics which spread hate.",Lucknow
"Thank you @mairal for engaging @RoKhanna in this important debate. Uninformed &amp; biased Indian Diaspora &amp; their supposed representatives in media &amp; politics should be educated and exposed (if warranted) of their biases and hidden agendas, if any. @nytimes",Pune
"#SmritiIrani hits back at Youth Congress chief #SrinivasBV over 'Daayan' comment: 'Words that he used are of #RahulGandhi'

#Congress #BJP #Indianpolitics #news 
https://t.co/rLvIeDHby4",Ahmedabad
"REF 19598
CAT SHOCKED WHEN IT WAS STATED AT ALL 10 SWISS BANKS THE DEPOSITS ILLEGAL HAS NO TRANSACTION AND THEY THREATEN THAT THEY MAY INFORM PAKISTAN AND INDIAN GOVERNMENT ,TOTAL 3 BILLION USD$ LOST .IT WAS A HARD WORK SINCE 30 YEARS AT POLITICS https://t.co/Ru8RZH9m2S",Delhi
"Most slappable face in entire history of Indian Politics.

Saying inside house to avoid defamation.

Him holding power is a comment on how easily people can be fooled, especially in the capital of Vishwaguru.",Chennai
@AamAadmiParty @ArvindKejriwal Indian politics and Politicians are bundle of lies and they still believe that public believe in what they say,Lucknow
"Must read... 

Why Rahul Gandhi’s Disqualification May Be a Turning Point

New phase of Indian politics has begun. When institutions of Republic are captured by ruling party, the Opposition is forced to find alternative ways and means, writes @jaffrelotc
 https://t.co/6Uf2UFP9jp",Pune
@MeghUpdates Wat madness against indian business men due to politics   cant adani sue him fr defamation,Lucknow
@Politics_2022_ Superb...must see,Kolkata
"How do you make sense of Rishi Sunak, Suella Braverman and Priti Patel's comservative politics.  The podcast @EmpirePodUK (with @DalrympleWill and @tweeter_anita) did an episode on the history of the UK's East African Indian diaspora @mm1124. 

https://t.co/KAX5YNbDTS",Jaipur
"From FB 

Interesting day for politics. 

Today see a Pakistani become First Minister of Scotland. We now have a Indian and Pakistani fighting over the  partition of the UK. 

On a positive note, Scotland Independence RIP.",Pune
"@RoKhanna @Iyervval @LokSabhaSectt My nana ji told me that your grand father recommended for emergency and stood with indira gandhi for its implementation. 
Learn to Give a better story dude, or mind your country's business and politics.
You are not an Indian anymore, let that fact sink in to your brain.",Bengaluru
"The 10-credit concentration explores four themes, also called Concentration Breadth Areas: Creative Expression; History, Politics and Policy Issues; Language and Identity; and Systems of Knowledge and Belief

https://t.co/Ye7OqVikqp",Bengaluru
"Dil ke armaan ansoonoh me bah gaye.......

Hum........... tanha reh gaye 
Why did this song come to mind in the context of Indian politics?",Lucknow
"@Qamarcheema You know nothing abt Indian laws, parliament and politics",Kolkata
@aajtak @anjanaomkashyap Indian politics became so abusive. Sad 😞,Bengaluru
"Interesting one by 
@jaffrelotc on the recently unfolded events in Indian Politics.  Largely, I m in agreement with the arguments made except the unscrutinized acceptance of the apparent 'success' of BJY. Whatever is happening to #RaGa has more to do

https://t.co/Lytghd0yiH",Lucknow
"Why is Indian media not shining a spotlight on USA politics?

From Biden to Ro, there is so much content that it will put Lalu &amp; #AtiqueAhmed to shame",Chennai
@Mr_lovetomar67 @HS55277104 Indian trifercated punjab. You destroyed any hope of electoral politics working in favor of punjabis. And so far as your pakistan conspiracy. Our esitential crisis is India. When Pakistan becomes as big of a concern then we'll deal with it. For now India's facism is killing us,Pune
"#Adani: The real victim of Indian politics. Everyone wants to use him for their own gain! 
 #StopPettyPolitics #StopBlamingAdani https://t.co/fYr5ZGj0XB",Chennai
We do not want any of the American interference in the Indian politics. Rahul is behaving childish. It is time that USA keeps its hands off from the Indians #americaninterference #USABacksRahul #AmitShah #NarendraModi,Delhi
"@ArvindKejriwal is this u or ur twin brother ? 
U r the biggest liar and the biggest froud ever happened to Indian politics !",Jaipur
"Personal attack has become  comon in Indian politics now a days..

https://t.co/tam3Omgf4g https://t.co/KKOtLaFhIM",Pune
"@SinghSandhu_ @andolanjiviPb @BasuAshis @TanyaGhosh2312 Testosterone addled racist brains don't make good peaceniks. Once sworn to protect Hindu faith somewhere along the way hatred, politics have poisoned the Sikh narrative. It is Hindus who are oppressed in today's Punjab not Sikhs so stays in your non required Indian (NRI) Lands.",Hyderabad
"Maybe he thinks his boot licking will help him go places in Indian politics like Giani Zail Singh? That is just how the khandaan operates 🤷🏻
https://t.co/G28nQZJUF4",Mumbai
@AamAadmiParty @ArvindKejriwal Chor makkar ko pata hai ki floor par kuch bhi bakwas kar le immunity hai from any legal action. Absolute low of Indian politics. Even worse than chara chor is farziwal,Chennai
"@narendramodi  and @myogiadityanath They have triggered a tectonic shift in Indian politics. Their caliber, confidence, and constructive core have rejuvenated Indian pride and catapulted India to a pole position in geopolitics. Theirs is a juggernaut overcoming the fiercest odds.",Jaipur
"P V Narsimha Rao's dead body was not allowed inside the AICC Headquarters nor was allowed to be cremated in Delhi. 
Petty Politics by Oxford Bar Returned Petty Woman? 
@kapilsial @Indian_Analyzer @MumbaichaDon @rishibagree",Hyderabad
